39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
38, malls, 177305, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, <=50
66, ?, 299616, Some-college, 10, DVD, ?, car, book, action, 0, 0, 40, United-States, <=50
63, markets, 117681, Assoc-voc, 11, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
21, malls, 237651, Some-college, 10, live, Other-service, running, book, action, 0, 0, 35, United-States, <=50
33, shops, 150570, HS-grad, 9, social_networks, Adm-clerical, bus, book, action, 0, 0, 40, United-States, <=50
46, shops, 106705, Some-college, 10, social_networks, Prof-specialty, walking, book, aventure, 1506, 0, 50, United-States, <=50
20, ?, 174714, Some-college, 10, live, ?, running, book, action, 0, 0, 20, United-States, <=50
47, Self-emp-inc, 175958, Bachelors, 13, live, Sales, bus, book, action, 3325, 0, 60, United-States, <=50
33, malls, 144064, Doctorate, 16, DVD, Prof-specialty, car, book, action, 0, 0, 55, United-States, >50
66, ?, 107112, 7th-8th, 4, live, ?, Other-relative, magazine, action, 0, 0, 30, United-States, <=50
20, malls, 54152, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 30, ?, <=50
28, malls, 152951, HS-grad, 9, social_networks, Handlers-cleaners, bus, book, action, 0, 0, 40, United-States, <=50
46, malls, 190487, HS-grad, 9, social_networks, Priv-house-serv, walking, book, aventure, 0, 0, 28, Ecuador, <=50
25, malls, 306666, Some-college, 10, DVD, Sales, car, magazine, action, 0, 0, 45, United-States, <=50
37, malls, 195148, HS-grad, 9, DVD, Craft-repair, running, book, action, 3137, 0, 40, United-States, <=50
31, markets, 226624, 9th, 5, DVD, Craft-repair, car, book, action, 0, 0, 60, United-States, <=50
49, malls, 157569, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
22, shops, 22966, Some-college, 10, theaters, Tech-support, walking, book, action, 0, 0, 20, United-States, <=50
52, malls, 379682, Assoc-voc, 11, DVD, Other-service, cycling, book, aventure, 0, 0, 20, United-States, >50
29, malls, 446559, Assoc-acdm, 12, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 50, United-States, <=50
18, malls, 41794, 11th, 7, live, Other-service, running, book, aventure, 0, 0, 20, United-States, <=50
31, ecommerce, 90409, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 35, United-States, <=50
23, malls, 125491, Some-college, 10, live, Other-service, bus, web, aventure, 0, 0, 35, Vietnam, <=50
27, ?, 129661, Assoc-voc, 11, DVD, ?, cycling, tv, aventure, 0, 0, 40, United-States, >50
54, markets, 104748, 10th, 6, DVD, Sales, car, book, action, 0, 0, 65, United-States, <=50
50, ecommerce, 169182, HS-grad, 9, social_networks, Other-service, walking, book, aventure, 0, 0, 49, Dominican-Republic, <=50
46, malls, 324655, Masters, 14, DVD, Tech-support, car, book, action, 0, 1902, 40, ?, >50
24, malls, 122272, Bachelors, 13, live, Farming-fishing, running, book, aventure, 0, 0, 40, United-States, <=50
17, ?, 114798, 11th, 7, live, ?, running, book, aventure, 0, 0, 18, United-States, <=50
49, Self-emp-inc, 289707, HS-grad, 9, websites, Other-service, bus, book, action, 0, 0, 45, United-States, <=50
54, ecommerce, 137691, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, >50
41, malls, 84610, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 1902, 60, United-States, >50
49, malls, 166789, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
36, ecommerce, 348728, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 35, United-States, <=50
23, malls, 348092, HS-grad, 9, live, Transport-moving, running, magazine, action, 0, 0, 40, Haiti, <=50
63, malls, 154526, Some-college, 10, Widowed, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
67, malls, 288371, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, Canada, >50
23, malls, 182342, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
22, malls, 244366, Bachelors, 13, live, Prof-specialty, running, book, action, 0, 0, 40, United-States, <=50
66, malls, 102423, Assoc-voc, 11, DVD, Adm-clerical, car, book, action, 0, 0, 30, United-States, <=50
25, malls, 259688, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, <=50
30, malls, 98733, Some-college, 10, social_networks, Machine-op-inspct, walking, book, aventure, 0, 0, 20, United-States, <=50
35, malls, 174856, HS-grad, 9, DVD, Transport-moving, car, book, action, 2885, 0, 40, United-States, <=50
67, markets, 141797, 7th-8th, 4, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
30, malls, 327202, 12th, 8, live, Craft-repair, bus, magazine, action, 0, 0, 40, United-States, <=50
26, malls, 76996, Some-college, 10, live, Machine-op-inspct, bus, magazine, aventure, 0, 0, 38, United-States, <=50
34, malls, 260560, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
21, malls, 370990, Some-college, 10, live, Sales, running, book, action, 0, 0, 40, United-States, <=50
18, malls, 129010, 12th, 8, live, Craft-repair, running, book, action, 0, 0, 10, United-States, <=50
21, malls, 452640, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
76, Self-emp-inc, 120796, 9th, 5, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
51, supermarkets, 45334, Some-college, 10, DVD, Protective-serv, car, web, action, 0, 0, 70, ?, <=50
26, malls, 229523, HS-grad, 9, DVD, Machine-op-inspct, cycling, book, aventure, 0, 0, 56, United-States, <=50
18, malls, 127388, 12th, 8, live, Other-service, bus, book, aventure, 0, 0, 25, United-States, <=50
18, ?, 395567, 11th, 7, live, ?, running, book, action, 0, 0, 40, United-States, <=50
34, malls, 119422, Assoc-voc, 11, DVD, Machine-op-inspct, car, book, action, 0, 1672, 50, United-States, <=50
59, malls, 193895, HS-grad, 9, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
55, malls, 163083, Bachelors, 13, websites, Exec-managerial, bus, book, action, 14084, 0, 45, United-States, >50
33, markets, 155343, Some-college, 10, live, Farming-fishing, bus, book, action, 0, 0, 72, United-States, <=50
25, malls, 73895, HS-grad, 9, live, Other-service, running, book, aventure, 0, 0, 10, United-States, <=50
48, malls, 107682, HS-grad, 9, Widowed, Machine-op-inspct, bus, book, aventure, 0, 0, 10, United-States, <=50
64, malls, 321166, Bachelors, 13, social_networks, Sales, bus, book, aventure, 0, 0, 5, United-States, <=50
47, ecommerce, 154940, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 45, United-States, >50
26, malls, 103700, Some-college, 10, live, Tech-support, running, book, aventure, 0, 0, 40, United-States, <=50
36, malls, 63509, Assoc-acdm, 12, DVD, Prof-specialty, car, book, action, 0, 0, 48, United-States, >50
21, malls, 243842, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
54, ?, 187221, 7th-8th, 4, live, ?, bus, book, aventure, 0, 0, 25, United-States, <=50
30, malls, 58597, HS-grad, 9, live, Machine-op-inspct, running, book, action, 0, 0, 44, United-States, <=50
41, markets, 190290, HS-grad, 9, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
53, ?, 158352, Masters, 14, live, ?, bus, book, aventure, 8614, 0, 35, United-States, >50
34, malls, 62165, Some-college, 10, live, Sales, Other-relative, magazine, action, 0, 0, 30, United-States, <=50
20, ?, 307149, Some-college, 10, live, ?, running, book, aventure, 0, 0, 35, United-States, <=50
24, malls, 280134, 10th, 6, live, Sales, bus, book, action, 0, 0, 49, El-Salvador, <=50
26, malls, 118736, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 20, United-States, <=50
25, malls, 171114, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 48, United-States, <=50
35, malls, 169638, Some-college, 10, social_networks, Sales, walking, book, aventure, 0, 0, 36, United-States, <=50
41, malls, 125461, Some-college, 10, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, >50
33, malls, 145434, 11th, 7, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
18, malls, 152182, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 25, United-States, <=50
27, Self-emp-inc, 233724, HS-grad, 9, websites, Adm-clerical, bus, book, action, 0, 0, 38, United-States, <=50
32, malls, 153963, HS-grad, 9, social_networks, Other-service, walking, book, aventure, 0, 0, 35, United-States, <=50
51, ecommerce, 88120, HS-grad, 9, live, Other-service, bus, magazine, action, 0, 0, 40, United-States, <=50
38, malls, 96330, Assoc-voc, 11, social_networks, Adm-clerical, walking, magazine, aventure, 0, 0, 40, United-States, <=50
41, ecommerce, 66118, Some-college, 10, DVD, Transport-moving, cycling, book, aventure, 0, 0, 25, United-States, <=50
26, malls, 182178, Some-college, 10, DVD, Craft-repair, car, book, action, 2829, 0, 40, United-States, <=50
38, markets, 53628, Assoc-voc, 11, social_networks, Exec-managerial, walking, book, action, 0, 0, 35, United-States, <=50
54, malls, 174865, 9th, 5, DVD, Exec-managerial, car, book, action, 0, 0, 45, United-States, >50
30, malls, 66194, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 60, Outlying-US(Guam-USVI-etc), <=50
31, malls, 73796, Some-college, 10, Widowed, Exec-managerial, walking, book, aventure, 0, 0, 30, United-States, <=50
26, shops, 28366, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
75, markets, 231741, Doctorate, 16, DVD, Prof-specialty, car, book, action, 4931, 0, 3, United-States, <=50
29, malls, 237865, Masters, 14, live, Transport-moving, running, magazine, action, 0, 0, 40, United-States, <=50
61, malls, 195453, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
24, malls, 116934, Some-college, 10, websites, Sales, walking, book, aventure, 0, 0, 45, United-States, <=50
22, ?, 87867, 12th, 8, live, ?, bus, book, action, 0, 0, 30, United-States, <=50
34, malls, 456399, Assoc-acdm, 12, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
42, malls, 263608, Some-college, 10, social_networks, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
24, malls, 263498, 11th, 7, live, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
42, markets, 183765, Assoc-acdm, 12, DVD, Sales, car, book, action, 0, 0, 40, ?, <=50
27, supermarkets, 469705, HS-grad, 9, live, Craft-repair, bus, magazine, action, 0, 1980, 40, United-States, <=50
39, ecommerce, 113253, Bachelors, 13, DVD, Prof-specialty, cycling, book, aventure, 0, 0, 50, United-States, >50
20, malls, 138768, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 40, United-States, <=50
51, malls, 302146, 11th, 7, live, Other-service, bus, magazine, aventure, 0, 0, 40, United-States, <=50
68, malls, 253866, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 30, United-States, <=50
28, supermarkets, 214858, HS-grad, 9, live, Machine-op-inspct, running, book, action, 0, 0, 48, United-States, <=50
43, malls, 243476, HS-grad, 9, social_networks, Tech-support, bus, book, aventure, 0, 0, 40, United-States, <=50
35, malls, 169104, Some-college, 10, theaters, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
44, malls, 103218, HS-grad, 9, social_networks, Adm-clerical, walking, magazine, aventure, 0, 0, 40, United-States, <=50
41, malls, 57233, Bachelors, 13, live, Handlers-cleaners, bus, book, action, 0, 0, 40, United-States, <=50
44, malls, 228320, HS-grad, 9, DVD, Tech-support, car, book, action, 0, 0, 45, United-States, >50
20, malls, 217421, HS-grad, 9, DVD, Adm-clerical, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
46, malls, 185041, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 75, United-States, >50
27, markets, 37302, Assoc-acdm, 12, DVD, Transport-moving, car, book, action, 7688, 0, 70, United-States, >50
32, malls, 261059, Some-college, 10, live, Other-service, bus, book, action, 0, 0, 50, United-States, <=50
46, malls, 59767, Some-college, 10, social_networks, Sales, bus, book, action, 0, 0, 50, United-States, <=50
26, malls, 333541, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 24, United-States, <=50
20, malls, 133352, Some-college, 10, live, Adm-clerical, running, web, aventure, 0, 0, 40, Vietnam, <=50
36, malls, 99270, HS-grad, 9, DVD, Farming-fishing, cycling, book, aventure, 0, 0, 40, United-States, <=50
49, malls, 204629, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
32, malls, 34104, HS-grad, 9, DVD, Exec-managerial, car, book, action, 3103, 0, 55, United-States, >50
32, malls, 312667, Bachelors, 13, DVD, Prof-specialty, car, book, action, 15024, 0, 50, United-States, >50
49, malls, 329603, Bachelors, 13, DVD, Craft-repair, car, book, action, 0, 1902, 40, United-States, >50
36, malls, 281021, HS-grad, 9, live, Transport-moving, bus, book, action, 0, 0, 45, United-States, <=50
22, malls, 275385, Some-college, 10, live, Other-service, Other-relative, book, action, 0, 0, 25, United-States, <=50
52, supermarkets, 129177, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
42, malls, 385591, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
22, ?, 201179, Some-college, 10, live, ?, running, book, action, 0, 0, 40, United-States, <=50
72, malls, 38360, HS-grad, 9, Widowed, Other-service, walking, book, aventure, 0, 0, 16, United-States, <=50
30, ecommerce, 73796, Bachelors, 13, websites, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, <=50
44, malls, 67671, Some-college, 10, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
23, malls, 257621, Bachelors, 13, live, Sales, bus, book, aventure, 0, 0, 45, United-States, <=50
22, malls, 180052, Some-college, 10, live, Sales, running, book, action, 0, 0, 20, United-States, <=50
59, malls, 656036, Bachelors, 13, websites, Adm-clerical, walking, book, action, 0, 0, 60, United-States, <=50
46, malls, 215943, HS-grad, 9, social_networks, Prof-specialty, walking, book, aventure, 0, 0, 40, United-States, <=50
30, malls, 488720, Assoc-voc, 11, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, Mexico, <=50
64, supermarkets, 199298, 7th-8th, 4, Widowed, Other-service, walking, book, aventure, 0, 0, 30, Puerto-Rico, <=50
31, malls, 305692, Some-college, 10, DVD, Sales, cycling, magazine, aventure, 0, 0, 40, United-States, <=50
64, malls, 114994, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 20, United-States, <=50
45, malls, 88265, HS-grad, 9, live, Machine-op-inspct, running, book, aventure, 0, 0, 40, United-States, <=50
59, malls, 168569, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 1887, 40, United-States, >50
32, malls, 175413, HS-grad, 9, live, Adm-clerical, Other-relative, magazine, aventure, 0, 0, 40, Jamaica, <=50
43, malls, 161226, Bachelors, 13, DVD, Machine-op-inspct, car, tv, action, 0, 0, 40, United-States, <=50
66, ?, 160995, 10th, 6, social_networks, ?, bus, book, aventure, 1086, 0, 20, United-States, <=50
23, malls, 208598, Some-college, 10, live, Sales, bus, book, action, 0, 0, 45, United-States, <=50
49, markets, 200471, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
32, malls, 256609, 12th, 8, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, Mexico, <=50
49, malls, 176684, Assoc-voc, 11, live, Exec-managerial, walking, book, aventure, 0, 0, 40, United-States, <=50
33, malls, 206512, Some-college, 10, social_networks, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
28, malls, 212640, Prof-school, 15, live, Prof-specialty, bus, book, aventure, 0, 0, 85, United-States, <=50
47, malls, 148724, HS-grad, 9, DVD, Sales, car, magazine, action, 0, 0, 40, United-States, <=50
41, malls, 266510, HS-grad, 9, live, Other-service, running, book, action, 0, 0, 40, United-States, <=50
34, ecommerce, 240252, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
25, malls, 358975, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 35, United-States, <=50
20, ?, 124242, Some-college, 10, live, ?, running, book, aventure, 0, 0, 40, United-States, <=50
21, malls, 434710, Some-college, 10, live, Sales, bus, book, aventure, 0, 0, 15, United-States, <=50
25, malls, 204338, HS-grad, 9, live, Farming-fishing, walking, book, action, 0, 0, 30, ?, <=50
46, malls, 241844, 9th, 5, DVD, Other-service, car, book, action, 0, 0, 40, United-States, <=50
37, malls, 191342, 1st-4th, 2, DVD, Craft-repair, car, web, action, 0, 0, 40, Cambodia, <=50
41, malls, 221947, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 56, United-States, >50
44, malls, 111483, HS-grad, 9, live, Adm-clerical, running, book, action, 0, 1504, 50, United-States, <=50
30, malls, 65278, HS-grad, 9, DVD, Tech-support, car, book, action, 0, 0, 40, United-States, >50
54, malls, 133403, Some-college, 10, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
35, markets, 166416, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 99, United-States, <=50
58, ?, 142158, HS-grad, 9, Widowed, ?, bus, book, aventure, 0, 0, 12, United-States, <=50
21, malls, 221480, Some-college, 10, live, Tech-support, running, book, aventure, 0, 0, 25, Ecuador, <=50
35, markets, 189878, Masters, 14, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
35, malls, 278403, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 80, United-States, >50
19, malls, 184710, Some-college, 10, live, Craft-repair, running, book, action, 0, 0, 20, United-States, <=50
48, malls, 177775, HS-grad, 9, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
56, ?, 275943, Some-college, 10, DVD, ?, car, book, action, 0, 0, 40, Nicaragua, <=50
65, markets, 225473, Some-college, 10, Widowed, Craft-repair, bus, book, aventure, 0, 0, 35, United-States, <=50
40, malls, 289403, Bachelors, 13, websites, Adm-clerical, walking, magazine, action, 0, 0, 35, United-States, <=50
26, malls, 269060, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
45, malls, 449354, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
26, malls, 214413, Some-college, 10, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
32, malls, 80058, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
35, malls, 202027, Bachelors, 13, social_networks, Exec-managerial, bus, book, action, 27828, 0, 50, United-States, >50
22, markets, 123440, Some-college, 10, live, Craft-repair, bus, book, action, 0, 0, 48, United-States, <=50
37, malls, 191524, Assoc-voc, 11, websites, Prof-specialty, running, book, aventure, 0, 0, 38, United-States, <=50
25, malls, 308144, Bachelors, 13, live, Craft-repair, bus, book, action, 0, 0, 40, Mexico, <=50
64, malls, 164204, 1st-4th, 2, DVD, Transport-moving, car, book, action, 0, 0, 53, ?, <=50
46, malls, 205100, Assoc-voc, 11, DVD, Exec-managerial, car, book, action, 0, 0, 48, United-States, >50
30, malls, 195750, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 27, United-States, <=50
63, malls, 149756, Assoc-acdm, 12, social_networks, Exec-managerial, bus, book, action, 0, 0, 40, United-States, >50
51, ecommerce, 240358, HS-grad, 9, DVD, Protective-serv, car, book, action, 0, 0, 40, United-States, >50
68, markets, 241174, 7th-8th, 4, DVD, Exec-managerial, car, book, action, 0, 0, 16, United-States, <=50
36, malls, 356838, Doctorate, 16, DVD, Prof-specialty, car, book, action, 0, 0, 50, Canada, <=50
28, Self-emp-inc, 115705, Some-college, 10, live, Exec-managerial, bus, book, action, 0, 0, 50, United-States, <=50
41, ecommerce, 137142, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
47, malls, 296066, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
22, malls, 401335, Some-college, 10, live, Other-service, walking, magazine, aventure, 0, 0, 30, United-States, <=50
33, ?, 182771, Bachelors, 13, live, ?, running, web, action, 0, 0, 80, Philippines, <=50
34, Self-emp-inc, 186824, Prof-school, 15, DVD, Prof-specialty, car, book, action, 15024, 0, 40, United-States, >50
46, supermarkets, 162187, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
28, malls, 98010, Some-college, 10, theaters, Adm-clerical, running, book, aventure, 0, 0, 40, United-States, <=50
36, malls, 172538, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 52, United-States, >50
18, malls, 80163, Some-college, 10, live, Sales, running, book, aventure, 0, 0, 20, United-States, <=50
33, ecommerce, 43959, Masters, 14, DVD, Prof-specialty, car, book, action, 7688, 0, 50, United-States, >50
51, malls, 162632, HS-grad, 9, DVD, Transport-moving, car, book, action, 7298, 0, 60, United-States, >50
56, markets, 115422, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 35, United-States, <=50
54, malls, 100933, HS-grad, 9, live, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
29, malls, 270379, HS-grad, 9, live, Exec-managerial, walking, magazine, aventure, 0, 0, 40, United-States, <=50
40, malls, 20109, Some-college, 10, social_networks, Handlers-cleaners, bus, tv, aventure, 0, 0, 84, United-States, <=50
53, malls, 114758, Masters, 14, DVD, Exec-managerial, car, book, action, 15024, 0, 65, United-States, >50
22, malls, 100345, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 35, United-States, <=50
33, malls, 184901, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, >50
28, malls, 87239, HS-grad, 9, social_networks, Transport-moving, bus, book, action, 0, 0, 50, United-States, <=50
63, malls, 127363, Some-college, 10, DVD, Prof-specialty, cycling, book, aventure, 0, 0, 12, United-States, <=50
53, supermarkets, 199720, Doctorate, 16, DVD, Prof-specialty, car, book, action, 15024, 0, 60, Germany, >50
37, malls, 143058, 10th, 6, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, <=50
50, supermarkets, 36489, Some-college, 10, social_networks, Exec-managerial, walking, book, action, 0, 0, 40, United-States, <=50
22, malls, 141698, HS-grad, 9, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
40, supermarkets, 26358, Assoc-acdm, 12, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
22, malls, 195532, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 8614, 0, 40, United-States, >50
21, malls, 30039, Some-college, 10, live, Prof-specialty, running, book, action, 0, 0, 40, United-States, <=50
25, malls, 125159, Assoc-acdm, 12, DVD, Handlers-cleaners, car, magazine, action, 0, 0, 40, Jamaica, <=50
20, malls, 246250, Some-college, 10, live, Craft-repair, bus, book, aventure, 0, 0, 40, United-States, <=50
43, supermarkets, 77370, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
29, malls, 355569, Assoc-voc, 11, live, Exec-managerial, walking, book, aventure, 0, 0, 50, United-States, <=50
32, malls, 180603, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
42, malls, 201785, Masters, 14, DVD, Sales, car, book, action, 0, 0, 50, United-States, >50
33, malls, 256211, HS-grad, 9, DVD, Machine-op-inspct, car, web, action, 0, 0, 40, South, <=50
27, malls, 146764, Some-college, 10, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 40, United-States, >50
22, ?, 211968, Some-college, 10, live, ?, running, book, aventure, 0, 0, 40, Iran, <=50
29, malls, 200515, Some-college, 10, DVD, Machine-op-inspct, car, book, action, 0, 0, 38, United-States, <=50
29, malls, 52636, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, <=50
20, malls, 27049, Some-college, 10, live, Exec-managerial, running, book, aventure, 0, 0, 20, United-States, <=50
35, malls, 111128, 10th, 6, live, Adm-clerical, running, book, action, 0, 0, 40, United-States, <=50
31, markets, 348038, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 1902, 50, Puerto-Rico, >50
33, malls, 93930, HS-grad, 9, live, Craft-repair, bus, book, action, 0, 0, 50, United-States, <=50
67, malls, 397831, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 1539, 40, United-States, <=50
46, malls, 33794, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 10, United-States, <=50
45, malls, 178215, 9th, 5, DVD, Machine-op-inspct, cycling, book, aventure, 0, 0, 40, United-States, >50
17, ecommerce, 191910, 11th, 7, live, Sales, running, book, action, 0, 0, 20, United-States, <=50
35, malls, 340110, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 1848, 70, United-States, >50
48, markets, 133694, Bachelors, 13, theaters, Exec-managerial, bus, magazine, action, 0, 0, 40, Jamaica, >50
49, malls, 148398, HS-grad, 9, social_networks, Machine-op-inspct, bus, magazine, aventure, 0, 0, 40, United-States, <=50
20, malls, 133515, Some-college, 10, live, Sales, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
27, malls, 181667, HS-grad, 9, DVD, Machine-op-inspct, car, book, action, 5013, 0, 46, Canada, <=50
64, malls, 159715, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 20, United-States, <=50
53, supermarkets, 174040, Some-college, 10, websites, Craft-repair, bus, magazine, action, 0, 0, 40, United-States, <=50
52, malls, 117700, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
29, malls, 37215, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 55, United-States, <=50
32, Self-emp-inc, 46807, HS-grad, 9, DVD, Craft-repair, car, book, action, 99999, 0, 40, United-States, >50
48, markets, 317360, Bachelors, 13, DVD, Prof-specialty, cycling, book, aventure, 0, 0, 20, United-States, >50
30, malls, 425627, Some-college, 10, live, Craft-repair, Other-relative, book, action, 0, 0, 40, Mexico, <=50
34, malls, 82623, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 20, United-States, <=50
19, ?, 63574, Some-college, 10, live, ?, running, book, action, 0, 0, 50, United-States, <=50
39, malls, 140854, HS-grad, 9, live, Prof-specialty, bus, book, action, 0, 0, 50, United-States, <=50
28, malls, 185061, 11th, 7, live, Handlers-cleaners, Other-relative, book, action, 0, 0, 40, United-States, <=50
17, malls, 160118, 12th, 8, live, Sales, bus, book, aventure, 0, 0, 10, ?, <=50
54, malls, 282680, Bachelors, 13, live, Prof-specialty, bus, book, aventure, 0, 0, 50, United-States, <=50
24, malls, 137591, Some-college, 10, live, Sales, running, book, action, 0, 1762, 40, United-States, <=50
25, malls, 198163, HS-grad, 9, live, Exec-managerial, running, book, aventure, 0, 0, 40, United-States, <=50
25, malls, 132749, 11th, 7, social_networks, Other-service, walking, book, aventure, 0, 0, 12, United-States, <=50
48, ecommerce, 31264, Some-college, 10, DVD, Exec-managerial, cycling, book, aventure, 5178, 0, 40, United-States, >50
24, malls, 399449, Bachelors, 13, live, Sales, running, book, aventure, 0, 0, 40, United-States, <=50
31, malls, 27494, Some-college, 10, DVD, Sales, car, web, action, 0, 0, 50, Taiwan, <=50
47, malls, 368561, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, >50
45, malls, 102096, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, ?, >50
19, malls, 406078, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 25, United-States, <=50
52, Self-emp-inc, 100506, Some-college, 10, DVD, Sales, car, book, action, 15024, 0, 50, United-States, >50
52, malls, 29658, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
